main_topic,description_1,bill_link,bill_name,current_status,first_house_progress,second_house_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Health care, selected laws/regulations, automatic waiver or suspension of, when",https://app.leg.wa.gov/billsummary?BillNumber=5178&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5178,C 268 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing automatic waivers of select state health care laws to enable timely response by the health care system during a governor-declared statewide state of emergency.,"Cleveland, Muzzall, Claire Wilson",No Requester,2,3
COVID-19 AND CORONAVIRUS,"Health care, selected laws/regulations, timely consideration of waiver or suspension of, when",https://app.leg.wa.gov/billsummary?BillNumber=5178&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5178,C 268 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing automatic waivers of select state health care laws to enable timely response by the health care system during a governor-declared statewide state of emergency.,"Cleveland, Muzzall, Claire Wilson",No Requester,2,3
COVID-19 AND CORONAVIRUS,"Health care, when medicaid-ineligible due to immigration status, state-only coverage and health/dental plans",https://app.leg.wa.gov/billsummary?BillNumber=1191&Year=2021&Initiative=false,HB 1191,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Ensuring equity in health coverage.,"Thai, Bateman, Ryu, Lovick, Kloba, Simmons, Gregerson, Valdez, Peterson, Santos, Fitzgibbon, Ramel, Goodman, Ortiz-Self, Macri, Slatter, Fey, Davis, Pollet, Callan, Harris-Talley, Frame, Hackney",No Requester,22,1
COVID-19 AND CORONAVIRUS,"Health orders, emergency, content and duration, and role of legislature",https://app.leg.wa.gov/billsummary?BillNumber=1004&Year=2021&Initiative=false,HB 1004,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning legislative oversight of emergency health orders.,"Klippert, Eslick, Graham, Kirby, Sutherland, Schmick",No Requester,1,5
COVID-19 AND CORONAVIRUS,"Health orders, emergency, content and duration, and role of legislature",https://app.leg.wa.gov/billsummary?BillNumber=1017&Year=2021&Initiative=false,HB 1017,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning legislative oversight of emergency orders.,"Klippert, Eslick, Graham",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Health orders, emergency, content and duration, and role of legislature",https://app.leg.wa.gov/billsummary?BillNumber=1029&Year=2021&Initiative=false,HB 1029,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning orders and rules during a state of emergency.,"Walsh, Klippert, Boehnke, Eslick, Young, Graham, Kraft, Barkis, Sutherland",No Requester,0,9
COVID-19 AND CORONAVIRUS,"Health orders, emergency, health-related measures in, right to decline",https://app.leg.wa.gov/billsummary?BillNumber=1305&Year=2021&Initiative=false,HB 1305,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the right to refuse vaccines and health-related measures.,"Kraft, Young, Sutherland, Eslick, Chase",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Health orders, emergency, health-related measures in, right to decline",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Health orders, emergency, limitations due to education modality metrics",https://app.leg.wa.gov/billsummary?BillNumber=5037&Year=2021&Initiative=false,SB 5037,SEL/K-12,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing transparent school opening metrics tied to COVID-19 prevalence.,"Braun, Mullet, Brown, Dozier, Holy, King, Schoesler, Wagoner, Linda Wilson",No Requester,2,9
COVID-19 AND CORONAVIRUS,"Health orders, emergency, school in-person learning as required option unless prohibited, when",https://app.leg.wa.gov/billsummary?BillNumber=5464&Year=2021&Initiative=false,SB 5464,SEL/K-12,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring the option of in-person learning unless prohibited by the governor, secretary of health, or a local health officer.","Linda Wilson, Braun, Brown, Dozier, Muzzall, Padden, Wagoner, Jeff Wilson",No Requester,1,8
COVID-19 AND CORONAVIRUS,"Health orders, emergency, situations covered by, public agency meetings in virtual settings",https://app.leg.wa.gov/billsummary?BillNumber=1180&Year=2021&Initiative=false,HB 1180,HLocal Govt,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning public testimony at public meetings, including virtual meetings.","Kraft, Sutherland",No Requester,0,2
COVID-19 AND CORONAVIRUS,"Health professionals, behavioral health, grant program and workforce pilot program/training support grants",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,C 170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COVID-19 AND CORONAVIRUS,"Health professionals, behavioral health, grant program and workforce pilot program/training support grants",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,C 170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COVID-19 AND CORONAVIRUS,"Health professionals, behavioral health, grant program and workforce pilot program/training support grants",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,C 170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
COVID-19 AND CORONAVIRUS,"Health systems, loans from government entities in response to emergency/pandemic, reporting",https://app.leg.wa.gov/billsummary?BillNumber=1272&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1272,C 162 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning health system transparency.,"Macri, Cody, Fitzgibbon, Davis, Hackney, Thai, Kloba, Rule, Simmons, Pollet, Dolan, Slatter, Riccelli, Harris-Talley",No Requester,14,1
COVID-19 AND CORONAVIRUS,"Health systems, loans from government entities in response to emergency/pandemic, reporting",https://app.leg.wa.gov/billsummary?BillNumber=1272&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1272,C 162 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning health system transparency.,"Macri, Cody, Fitzgibbon, Davis, Hackney, Thai, Kloba, Rule, Simmons, Pollet, Dolan, Slatter, Riccelli, Harris-Talley",No Requester,14,1
COVID-19 AND CORONAVIRUS,"Health systems, loans from government entities in response to emergency/pandemic, reporting",https://app.leg.wa.gov/billsummary?BillNumber=1272&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1272,C 162 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning health system transparency.,"Macri, Cody, Fitzgibbon, Davis, Hackney, Thai, Kloba, Rule, Simmons, Pollet, Dolan, Slatter, Riccelli, Harris-Talley",No Requester,14,1
COVID-19 AND CORONAVIRUS,"Health, local boards of, impact of lack of expertise and lived experience during pandemic",https://app.leg.wa.gov/billsummary?BillNumber=1110&Year=2021&Initiative=false,HB 1110,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the composition of local boards of health.,"Riccelli, Ormsby, Bateman, Leavitt, Cody, Stonier, Frame, Macri, Pollet",No Requester,8,0
COVID-19 AND CORONAVIRUS,"Health, local jurisdictions, epidemic/pandemic local preparedness and response plans development/implementation by",https://app.leg.wa.gov/billsummary?BillNumber=1442&Year=2021&Initiative=false,HB 1442,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning epidemic and pandemic preparedness.,"Chase, Sutherland, Caldier, Schmick, Eslick, Kraft",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Health-related measures, right to decline, despite laws/rules/order/directives addressing emergencies/diseases",https://app.leg.wa.gov/billsummary?BillNumber=1305&Year=2021&Initiative=false,HB 1305,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the right to refuse vaccines and health-related measures.,"Kraft, Young, Sutherland, Eslick, Chase",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Health-related measures, right to decline, despite laws/rules/order/directives addressing emergencies/diseases",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Hospitals, information/data reporting, new requirements for, limiting to COVID-related patient care and vaccines",https://app.leg.wa.gov/billsummary?BillNumber=5420&Year=2021&Initiative=false,2nd Substitute - 2SSB 5420,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning data reporting requirements for hospitals.,"Muzzall, Schoesler, Warnick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Hospitals, information/data reporting, state/federal obligations of acute care/psychiatric hospitals for, review of",https://app.leg.wa.gov/billsummary?BillNumber=5420&Year=2021&Initiative=false,2nd Substitute - 2SSB 5420,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning data reporting requirements for hospitals.,"Muzzall, Schoesler, Warnick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Hospitals, information/data reporting, state/federal obligations of acute care/psychiatric hospitals for, review of",https://app.leg.wa.gov/billsummary?BillNumber=5420&Year=2021&Initiative=false,2nd Substitute - 2SSB 5420,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning data reporting requirements for hospitals.,"Muzzall, Schoesler, Warnick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Housing and rental assistance, special lodging excise tax use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Housing, addressing foreclosures/homelessness via estate tax revenue deposits in equity in housing account",https://app.leg.wa.gov/billsummary?BillNumber=1465&Year=2021&Initiative=false,HB 1465,HFinance,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Making the estate tax more progressive by exempting small estates, reducing estate taxes on medium estates, increasing the estate tax on larger estates, and addressing equity in homeownership and homelessness.","Orwall, Ramel, Ryu, Wylie, Frame, Ormsby, Valdez, Pollet, Thai, Chopp, Macri, Harris-Talley",No Requester,12,1
COVID-19 AND CORONAVIRUS,"Housing, affordable, for families at all low-income levels",https://app.leg.wa.gov/billsummary?BillNumber=1220&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1220,C 254 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting emergency shelters and housing through local planning and development regulations.,"Peterson, Macri, Bateman, Ryu, Lekanoff, Fitzgibbon, Kloba, Davis, Lovick, Santos, Ortiz-Self, Simmons, Berg, Hackney, Chopp, Tharinger, Frame",No Requester,16,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, for families at all low-income levels",https://app.leg.wa.gov/billsummary?BillNumber=1220&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1220,C 254 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting emergency shelters and housing through local planning and development regulations.,"Peterson, Macri, Bateman, Ryu, Lekanoff, Fitzgibbon, Kloba, Davis, Lovick, Santos, Ortiz-Self, Simmons, Berg, Hackney, Chopp, Tharinger, Frame",No Requester,16,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, for families at all low-income levels",https://app.leg.wa.gov/billsummary?BillNumber=1220&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1220,C 254 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting emergency shelters and housing through local planning and development regulations.,"Peterson, Macri, Bateman, Ryu, Lekanoff, Fitzgibbon, Kloba, Davis, Lovick, Santos, Ortiz-Self, Simmons, Berg, Hackney, Chopp, Tharinger, Frame",No Requester,16,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, or shelter units, services for residents of, revenue use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, or shelter units, services for residents of, revenue use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, or shelter units, services for residents of, revenue use for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,C 296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, or shelters, emergency housing and shelters and permanent supportive housing",https://app.leg.wa.gov/billsummary?BillNumber=1220&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1220,C 254 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting emergency shelters and housing through local planning and development regulations.,"Peterson, Macri, Bateman, Ryu, Lekanoff, Fitzgibbon, Kloba, Davis, Lovick, Santos, Ortiz-Self, Simmons, Berg, Hackney, Chopp, Tharinger, Frame",No Requester,16,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, or shelters, emergency housing and shelters and permanent supportive housing",https://app.leg.wa.gov/billsummary?BillNumber=1220&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1220,C 254 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting emergency shelters and housing through local planning and development regulations.,"Peterson, Macri, Bateman, Ryu, Lekanoff, Fitzgibbon, Kloba, Davis, Lovick, Santos, Ortiz-Self, Simmons, Berg, Hackney, Chopp, Tharinger, Frame",No Requester,16,0
COVID-19 AND CORONAVIRUS,"Housing, affordable, or shelters, emergency housing/shelters and transitional and permanent supportive housing",https://app.leg.wa.gov/billsummary?BillNumber=1220&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1220,C 254 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Supporting emergency shelters and housing through local planning and development regulations.,"Peterson, Macri, Bateman, Ryu, Lekanoff, Fitzgibbon, Kloba, Davis, Lovick, Santos, Ortiz-Self, Simmons, Berg, Hackney, Chopp, Tharinger, Frame",No Requester,16,0
COVID-19 AND CORONAVIRUS,"Housing, rental, preserving through resolution and assistance programs and rent repayment plans",https://app.leg.wa.gov/billsummary?BillNumber=1228&Year=2021&Initiative=false,HB 1228,"HHous, Human Sv","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Addressing residential landlord-tenant requirements in response to the COVID-19 public health emergency.,"Barkis, Walen, Dent, Hoff, Jacobsen, Chambers, Ryu, Graham, Ybarra, Caldier, MacEwen, Walsh, Chapman, Boehnke, Dolan, Springer, Chandler, Eslick, Robertson, Gilday",No Requester,5,15
COVID-19 AND CORONAVIRUS,"Housing, stability services and eviction prevention, use of revenue for",https://app.leg.wa.gov/billsummary?BillNumber=1277&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1277,C 214 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing for an additional revenue source for eviction prevention and housing stability services.,"Ormsby, Macri, Ramel, Bateman, Fitzgibbon, Ryu, Senn, Chopp, Berry, Peterson, Davis, Santos, Valdez, Hackney, Thai, Kloba, Sells, Frame, Gregerson, Jesse Johnson, Pollet, Harris-Talley, Stonier, Taylor, Wicks",No Requester,23,1
COVID-19 AND CORONAVIRUS,"Housing, stability services and eviction prevention, use of revenue for",https://app.leg.wa.gov/billsummary?BillNumber=1277&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1277,C 214 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing for an additional revenue source for eviction prevention and housing stability services.,"Ormsby, Macri, Ramel, Bateman, Fitzgibbon, Ryu, Senn, Chopp, Berry, Peterson, Davis, Santos, Valdez, Hackney, Thai, Kloba, Sells, Frame, Gregerson, Jesse Johnson, Pollet, Harris-Talley, Stonier, Taylor, Wicks",No Requester,23,1
COVID-19 AND CORONAVIRUS,"Housing, stability services and eviction prevention, use of revenue for",https://app.leg.wa.gov/billsummary?BillNumber=1277&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1277,C 214 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing for an additional revenue source for eviction prevention and housing stability services.,"Ormsby, Macri, Ramel, Bateman, Fitzgibbon, Ryu, Senn, Chopp, Berry, Peterson, Davis, Santos, Valdez, Hackney, Thai, Kloba, Sells, Frame, Gregerson, Jesse Johnson, Pollet, Harris-Talley, Stonier, Taylor, Wicks",No Requester,23,1
COVID-19 AND CORONAVIRUS,"Housing, stability services and eviction prevention, use of revenue for",https://app.leg.wa.gov/billsummary?BillNumber=5279&Year=2021&Initiative=false,SB 5279,SHousing & Loca,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing for an additional revenue source for eviction prevention and housing stability services.,"Robinson, Kuderer, Nguyen, Saldaña, Stanford, Claire Wilson",No Requester,6,2
COVID-19 AND CORONAVIRUS,"Immune protection, due to recovery from COVID-19, as at least as protective as vaccine",https://app.leg.wa.gov/billsummary?BillNumber=1680&Year=2021&Initiative=false,HB 1680,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Recognizing the lasting immune protection resulting from recovery from COVID-19.,"Klippert, Graham, Chase, McCaslin, Sutherland, Kraft, Young",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Immunities to COVID-19, acquired, DOT hiring or rehiring of maintenance/preservation employees with",https://app.leg.wa.gov/billsummary?BillNumber=1963&Year=2021&Initiative=false,HB 1963,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving safety and preservation by allowing the Washington state department of transportation to either hire or rehire maintenance and preservation employees that have acquired immunities to COVID-19.,"McCaslin, McEntire, Eslick, Volz, Graham, Barkis, Young, Sutherland",No Requester,0,8
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccination documents, forged/falsified, possession/use of, misdemeanor/felony",https://app.leg.wa.gov/billsummary?BillNumber=5667&Year=2021&Initiative=false,SB 5667,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the possession and use of forged and falsified COVID-19 vaccination documents.,"Salomon, Hunt, Keiser, Mullet, Van De Wege, Wellman",No Requester,6,0
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccination proof for access to public places, prohibiting government from requiring",https://app.leg.wa.gov/billsummary?BillNumber=1570&Year=2021&Initiative=false,HB 1570,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting the government from requiring proof of vaccination to access public places.,"Walsh, Volz, Abbarno, Boehnke, Caldier, Dent, Dufault, Graham, Jacobsen, Rude, Ybarra, Schmick, Orcutt, Klippert, Chase, Eslick, Klicker, McEntire, McCaslin, Chambers",No Requester,0,20
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, employees terminated or who left work due to mandate, unemployment compensation",https://app.leg.wa.gov/billsummary?BillNumber=5864&Year=2021&Initiative=false,SB 5864,"SLabor, Comm &","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning unemployment eligibility for certain unvaccinated employees.,"Linda Wilson, Dozier, Fortunato, Holy, Padden, Short, Wagoner, Jeff Wilson",No Requester,1,8
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, employees terminated or who resigned due to declining, restoring to employment",https://app.leg.wa.gov/billsummary?BillNumber=5680&Year=2021&Initiative=false,SB 5680,"SLabor, Comm &","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Restoring the jobs and volunteer positions of individuals who were terminated from employment despite exercising their personal medical and religious rights.,"McCune, Fortunato, Padden, Short, Wagoner, Jeff Wilson, Linda Wilson",No Requester,1,7
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, equitable dose allocation before reverting county to more restrictive Roadmap phase",https://app.leg.wa.gov/billsummary?BillNumber=1580&Year=2021&Initiative=false,HB 1580,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Ensuring that equitable COVID-19 vaccine dose allocation is considered before a county may be reverted to a more restrictive phase under the healthy Washington: Roadmap to recovery plan.,"Chambers, Boehnke, Jacobsen, Caldier, Rule, Ybarra, Stokesbary, Walsh, Shewmake, Graham, Chandler, Eslick",No Requester,2,10
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, equitable dose allocation before reverting county to more restrictive Roadmap phase",https://app.leg.wa.gov/billsummary?BillNumber=5484&Year=2021&Initiative=false,SB 5484,SState Govt & E,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Ensuring that equitable COVID-19 vaccine dose allocation is considered before a county may be reverted to a more restrictive phase under the healthy Washington: Roadmap to recovery plan.,"Gildon, Braun, Dozier, Holy, Honeyford, McCune, Muzzall, Warnick, Jeff Wilson, Linda Wilson",No Requester,1,10
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, exemption for employees with positive antibody test",https://app.leg.wa.gov/billsummary?BillNumber=5681&Year=2021&Initiative=false,SB 5681,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning antibody tests for proof of natural immunity to novel coronavirus COVID-19.,"McCune, Fortunato, Short, Jeff Wilson, Linda Wilson",No Requester,1,5
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, freedom to choose whether to receive",https://app.leg.wa.gov/billsummary?BillNumber=5682&Year=2021&Initiative=false,SB 5682,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting the freedom to choose whether to receive a COVID-19 vaccination.,"McCune, Fortunato, Padden, Short, Jeff Wilson, Linda Wilson",No Requester,1,6
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, if added to list of school-required vaccines, exempting child using DOH form",https://app.leg.wa.gov/billsummary?BillNumber=5682&Year=2021&Initiative=false,SB 5682,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting the freedom to choose whether to receive a COVID-19 vaccination.,"McCune, Fortunato, Padden, Short, Jeff Wilson, Linda Wilson",No Requester,1,6
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, if added to school-required vaccines, nonbinding without district adoption",https://app.leg.wa.gov/billsummary?BillNumber=5777&Year=2021&Initiative=false,SB 5777,SEL/K-12,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Addressing the vaccination for COVID-19 requirement for children attending schools or day care centers.,"Braun, Brown, Dozier, Fortunato, Padden, Rivers, Schoesler, Short, Wagoner, Warnick, Jeff Wilson",No Requester,1,12
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, immune protection from recovery from COVID-19 as at least as protective as",https://app.leg.wa.gov/billsummary?BillNumber=1680&Year=2021&Initiative=false,HB 1680,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Recognizing the lasting immune protection resulting from recovery from COVID-19.,"Klippert, Graham, Chase, McCaslin, Sutherland, Kraft, Young",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, natural immunity verified by antibody test as alternative to proof of",https://app.leg.wa.gov/billsummary?BillNumber=5681&Year=2021&Initiative=false,SB 5681,SHealth & Long,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning antibody tests for proof of natural immunity to novel coronavirus COVID-19.,"McCune, Fortunato, Short, Jeff Wilson, Linda Wilson",No Requester,1,5
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, planning/preparing/deploying using freed-up federal coronavirus funds",https://app.leg.wa.gov/billsummary?BillNumber=1368&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1368,C 3 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Responding to the COVID-19 pandemic through state actions supported by federal funding.,"Ormsby, Macri, Ramos, Callan, Gregerson, Berry, Sullivan, Leavitt, Duerr, Bergquist, Kloba, Riccelli, Ramel, Harris-Talley, Pollet",No Requester,16,1
COVID-19 AND CORONAVIRUS,"Immunization, COVID-19 vaccine, planning/preparing/deploying using freed-up federal coronavirus funds",https://app.leg.wa.gov/billsummary?BillNumber=1368&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1368,C 3 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Responding to the COVID-19 pandemic through state actions supported by federal funding.,"Ormsby, Macri, Ramos, Callan, Gregerson, Berry, Sullivan, Leavitt, Duerr, Bergquist, Kloba, Riccelli, Ramel, Harris-Talley, Pollet",No Requester,16,1
